"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-"
"*05xof*","Donta Williams","WSH","OF","9663","FA","26","@HOU Wed 1:10PM","0","0","0%","-0.1%"
"*03c8v*","Bradley Zimmer","(N/A)","OF","9855","FA","32","","0","0","0%","0%"
"*06ifk*","Jhorvic Abreus","CLE","SS","1307","FA","19","COL Wed 5:40PM","0","0","0%","0%"
"*03qkr*","Austin Allen","(N/A)","C","1436","FA","31","","0","0","0%","0%"
"*066nw*","Edwin Amparo","BAL","SS","1509","FA","0","TOR Wed 11:35AM","0","0","0%","0%"
"*062po*","Patricio Aquino","MIL","SP","1571","FA","22","CHC Wed 1:10PM","0","0","0%","0%"
"*06pgg*","Ariel Armas","CHC","C","1627","FA","22","@MIL Wed 1:10PM","0","0","0%","0%"
"*06hun*","Sam Armstrong","CHC","SP","1635","FA","24","@MIL Wed 1:10PM","0","0","0%","0%"
"*060mg*","Javier Atencio","NYM","SP","1673","FA","23","@SD Wed 3:10PM","0","0","0%","0%"
"*05yls*","Jose Atencio","WSH","SP","1674","FA","23","@HOU Wed 1:10PM","0","0","0%","0%"
"*065np*","Nate Baez","MIN","C,1B","1728","FA","24","BOS Wed 12:10PM","0","0","0%","0%"
"*06fuk*","Brett Banks","NYM","RP","1756","FA","23","@SD Wed 3:10PM","0","0","0%","0%"
"*02ni1*","Franklin Barreto","BAL","OF","1800","FA","29","TOR Wed 11:35AM","0","0","0%","0%"
"*03qpz*","Matt Beaty","(N/A)","1B","1884","FA","32","","0","0","0%","0%"
"*0425q*","Braden Bristo","DET","RP","2206","FA","30","ARI Wed 12:10PM","0","0","0%","0%"
"*06kvf*","Edwin Brito","BOS","OF","2210","FA","18","@MIN Wed 12:10PM","0","0","0%","0%"
"*06qu8*","Aiden Butler","SEA","SP","2330","FA","21","@ATH Wed 9:05PM","0","0","0%","0%"
"*06qnj*","Brandon Butterworth","SD","SS","2333","FA","22","NYM Wed 3:10PM","0","0","0%","0%"
"*06mw7*","Reiver Camacho","COL","SP","2410","FA","18","@CLE Wed 5:40PM","0","0","0%","0%"
"*04ym5*","Sergio Campana","PIT","OF","2421","FA","23","@SF Wed 2:45PM","0","0","0%","0%"
"*06ya5*","Miguel Caraballo","SF","C","2466","FA","16","PIT Wed 2:45PM","0","0","0%","0%"
"*05y2j*","Noah Cardenas","MIN","C","2470","FA","25","BOS Wed 12:10PM","0","0","0%","0%"
"*04pyz*","Ruben Cardenas","(N/A)","OF","2471","FA","27","","0","0","0%","0%"
"*06img*","Jesus Carrera","HOU","SP","2517","FA","20","WSH Wed 1:10PM","0","0","0%","0%"
"*06ezq*","Carlos Cauro","HOU","1B","2616","FA","20","WSH Wed 1:10PM","0","0","0%","0%"
"*06rmf*","Angel Cervantes","PIT","SP","2661","FA","17","@SF Wed 2:45PM","0","0","0%","0%"
"*066jm*","Nick Cimillo","PIT","1B","2759","FA","25","@SF Wed 2:45PM","0","0","0%","0%"
"*06oh2*","Derek Clark","LAA","SP","2770","FA","23","TEX Wed 8:38PM","0","0","0%","0%"
"*052rt*","Darryl Collins","(N/A)","OF","2842","FA","23","","0","0","0%","0%"
"*06fz1*","Miguel Cordero","MIN","SP","2913","FA","18","BOS Wed 12:10PM","0","0","0%","0%"
"*05h7g*","Joshua Cornielly","NYM","RP","2926","FA","24","@SD Wed 3:10PM","0","0","0%","0%"
"*06f1d*","Jacob Cravey","BAL","SP","2979","FA","23","TOR Wed 11:35AM","0","0","0%","0%"
"*064nh*","Omari Daniel","DET","SS","3115","FA","21","ARI Wed 12:10PM","0","0","0%","0%"
"*06c7h*","Luis De Leon","SD","OF","3240","FA","19","NYM Wed 3:10PM","0","0","0%","0%"
"*06495*","Derek Diamond","PIT","SP","3354","FA","24","@SF Wed 2:45PM","0","0","0%","0%"
"*05itw*","Kelvin Diaz","BOS","2B","3378","FA","22","@MIN Wed 12:10PM","0","0","0%","0%"
"*03mkx*","Miguel Diaz","SF","RP","3382","FA","30","PIT Wed 2:45PM","0","0","0%","0%"
"*06qio*","Carter Dorighi","SEA","SS","3460","FA","22","@ATH Wed 9:05PM","0","0","0%","0%"
"*06gif*","Jay Driver","CLE","SP","3491","FA","23","COL Wed 5:40PM","0","0","0%","0%"
"*01sil*","Danny Duffy","(N/A)","RP","3510","FA","36","","0","0","0%","+0.1%"
"*05j8v*","Luis Durango","NYY","OF","3544","FA","22","TB Wed 6:05PM","0","0","0%","0%"
"*05jpn*","Stevie Emanuels","ATH","RP","3608","FA","26","SEA Wed 9:05PM","0","0","0%","0%"
"*06ahg*","Casan Evans","(N/A)","SS","3697","FA","19","","0","0","0%","0%"
"*05rkq*","Jose Fernandez","ARI","SS","3787","FA","21","@DET Wed 12:10PM","0","0","0%","-0.1%"
"*062ea*","Jack Findlay","STL","SP","3819","FA","22","MIA Wed 6:45PM","0","0","0%","0%"
"*06agk*","Cade Fisher","BOS","SP","3825","FA","21","@MIN Wed 12:10PM","0","0","0%","0%"
"*06pgs*","Jacob Friend","CIN","C","3979","FA","22","LAD Wed 6:10PM","0","0","0%","0%"
"*05jr8*","Jackson Fristoe","NYY","SP","3982","FA","24","TB Wed 6:05PM","0","0","0%","0%"
"*06hf7*","Cole Gabrielson","NYY","OF","4006","FA","25","TB Wed 6:05PM","0","0","0%","0%"
"*03ml3*","Arquimedes Gamboa","(N/A)","SS","4043","FA","27","","0","0","0%","0%"
"*049vk*","David Garcia","MIL","C","4075","FA","25","CHC Wed 1:10PM","0","0","0%","0%"
"*021oi*","Leury Garcia","(N/A)","OF","4101","FA","34","","0","0","0%","0%"
"*04vvz*","Reivaj Garcia","CHC","2B,3B","4109","FA","23","@MIL Wed 1:10PM","0","0","0%","0%"
"*04pqk*","Franklin German","(N/A)","RP","4169","FA","27","","0","0","0%","0%"
"*06qtf*","R.J. Gordon","NYM","SP","4351","FA","23","@SD Wed 3:10PM","0","0","0%","0%"
"*06guj*","Jace Grady","ATL","OF","4369","FA","24","@KC Wed 1:10PM","0","0","0%","0%"
"*06qsx*","Mason Guerra","ATL","3B","4454","FA","22","@KC Wed 1:10PM","0","0","0%","-0.1%"
"*066b5*","Tayden Hall","MIL","1B","4558","FA","22","CHC Wed 1:10PM","0","0","0%","0%"
"*04cdd*","Adam Haseley","(N/A)","OF","4635","FA","29","","0","0","0%","0%"
"*06r8n*","Max Hemenway","(N/A)","SS","4675","FA","17","","0","0","0%","0%"
"*068rs*","Maxwel Hernandez","PHI","SP","4762","FA","22","@CHW Wed 1:10PM","0","0","0%","0%"
"*055ca*","Garrett Hill","SEA","RP","4845","FA","29","@ATH Wed 9:05PM","0","0","0%","0%"
"*0516l*","TJ Hopkins","DET","OF","4915","FA","28","ARI Wed 12:10PM","0","0","0%","0%"
"*05jqg*","Sammy Infante","(N/A)","3B","4993","FA","24","","0","0","0%","0%"
"*06c33*","Joe Jacques","SEA","RP","5033","FA","30","@ATH Wed 9:05PM","0","0","0%","0%"
"*05uvv*","Antonio Jimenez","NYM","RP","5088","FA","24","@SD Wed 3:10PM","0","0","0%","0%"
"*06hw0*","Bjorn Johnson","MIL","SP","5124","FA","20","CHC Wed 1:10PM","0","0","0%","0%"
"*06cqg*","Keon Johnson","(N/A)","SS","5135","FA","17","","0","0","0%","0%"
"*06r4y*","Brodie Johnston","(N/A)","3B","5149","FA","19","","0","0","0%","0%"
"*061tq*","Jean Joseph","TOR","OF","5188","FA","20","@BAL Wed 11:35AM","0","0","0%","0%"
"*06c5a*","Keythel Key","LAA","SP,RP","5283","FA","21","TEX Wed 8:38PM","0","0","0%","0%"
"*066d6*","Bill Knight","SEA","OF","5348","FA","25","@ATH Wed 9:05PM","0","0","0%","0%"
"*06qhw*","Jacob Kroeger","ATL","SP","5395","FA","25","@KC Wed 1:10PM","0","0","0%","0%"
"*06cf1*","Bairon Ledesma","COL","SS","5527","FA","20","@CLE Wed 5:40PM","0","0","0%","0%"
"*05u1w*","Ben Leeper","CHC","RP","5546","FA","28","@MIL Wed 1:10PM","0","0","0%","0%"
"*06qwi*","Kade Lewis","(N/A)","1B","5589","FA","20","","0","0","0%","0%"
"*06qnf*","Jack Lines","TB","SS","5628","FA","19","@NYY Wed 6:05PM","0","0","0%","0%"
"*06bj6*","Daniel Lopez","KC","OF","5700","FA","19","ATL Wed 1:10PM","0","0","0%","0%"
"*06hub*","Alex Makarewich","LAD","SP","5857","FA","23","@CIN Wed 6:10PM","0","0","0%","0%"
"*04t41*","Tucupita Marcano","(N/A)","OF","5900","FA","25","","0","0","0%","0%"
"*05u9a*","Jordan Marks","DET","RP","5926","FA","26","ARI Wed 12:10PM","0","0","0%","0%"
"*06h21*","Logan Martin","KC","SP,RP","5974","FA","24","ATL Wed 1:10PM","0","0","0%","0%"
"*061a5*","Maximo Martinez","CHW","SP","6028","FA","21","PHI Wed 1:10PM","0","0","0%","0%"
"*0648t*","J.P. Massey","PIT","SP","6058","FA","25","@SF Wed 2:45PM","0","0","0%","0%"
"*066t9*","Juan Matheus","NYY","SS","6072","FA","21","TB Wed 6:05PM","0","0","0%","0%"
"*06k87*","Erick Matos","ATH","SP","6087","FA","18","SEA Wed 9:05PM","0","0","0%","0%"
"*05yd8*","Chris Meyers","DET","1B,OF","6358","FA","26","ARI Wed 12:10PM","0","0","0%","0%"
"*02nbq*","Alec Mills","(N/A)","SP","6415","FA","33","","0","0","0%","0%"
"*06hsd*","Bernard Moon","CIN","SS","6513","FA","20","LAD Wed 6:10PM","0","0","0%","0%"
"*04qng*","Yohanse Morel","(N/A)","SP","6563","FA","24","","0","0","0%","0%"
"*06qi8*","Kole Myers","LAD","OF","6696","FA","24","@CIN Wed 6:10PM","0","0","0%","0%"
"*06iaz*","Ruddy Navarro","SEA","SP","6727","FA","19","@ATH Wed 9:05PM","0","0","0%","0%"
"*067yo*","Austin Nye","(N/A)","C","6850","FA","19","","0","0","0%","0%"
"*026ly*","Rougned Odor","(N/A)","2B","6881","FA","31","","0","0","0%","0%"
"*05svl*","Rafael Ohashi","TOR","SP","6891","FA","22","@BAL Wed 11:35AM","0","0","0%","0%"
"*05y74*","Mat Olsen","SF","SP","6918","FA","0","PIT Wed 2:45PM","0","0","0%","0%"
"*06gij*","Avery Owusu-Asiedu","PHI","OF","7009","FA","22","@CHW Wed 1:10PM","0","0","0%","0%"
"*04q7h*","Ezequiel Pagan","LAD","OF","7038","FA","25","@CIN Wed 6:10PM","0","0","0%","0%"
"*06dne*","Marcos Paz","(N/A)","1B,SP","7149","FA","18","","0","0","0%","0%"
"*052ib*","Viandel Pena","WSH","2B","7206","FA","24","@HOU Wed 1:10PM","0","0","0%","0%"
"*041rb*","DJ Peters","TEX","OF","7330","FA","29","@LAA Wed 8:38PM","0","0","0%","0%"
"*01u5m*","Manny Pina","(N/A)","C","7389","FA","38","","0","0","0%","0%"
"*060uv*","Leandro Pineda","PHI","1B,OF","7404","FA","23","@CHW Wed 1:10PM","0","0","0%","0%"
"*06fr0*","Dominic Pitelli","CIN","SS","7431","FA","23","LAD Wed 6:10PM","0","0","0%","0%"
"*06cge*","Yimi Presinal","KC","SP","7516","FA","20","ATL Wed 1:10PM","0","0","0%","0%"
"*04pq6*","Alfonso Rivas","(N/A)","1B,OF","7822","FA","28","","0","0","0%","0%"
"*061oc*","Yaqui Rivera","BAL","SP","7844","FA","22","TOR Wed 11:35AM","0","0","0%","0%"
"*06l46*","Luis Rives","HOU","OF","7856","FA","20","WSH Wed 1:10PM","0","0","0%","0%"
"*05yb6*","CJ Rodriguez","ATH","C","7917","FA","25","SEA Wed 9:05PM","0","0","0%","0%"
"*04mlm*","Keyber Rodriguez","TEX","2B,SS","7967","FA","24","@LAA Wed 8:38PM","0","0","0%","0%"
"*03mnn*","Richard Rodriguez","(N/A)","RP","7996","FA","35","","0","0","0%","0%"
"*06mpz*","Tyler Rodriguez","MIL","2B","7998","FA","19","CHC Wed 1:10PM","0","0","0%","0%"
"*06hon*","Wilson Rodriguez","NYY","OF","8001","FA","20","TB Wed 6:05PM","0","0","0%","0%"
"*0633j*","Juan Rojas","BAL","SP,RP","8036","FA","21","TOR Wed 11:35AM","0","0","0%","0%"
"*06fww*","Chris Roller","(N/A)","OF","8048","FA","28","","0","0","0%","0%"
"*06t24*","Shai Romero","LAD","SP","8078","FA","17","@CIN Wed 6:10PM","0","0","0%","0%"
"*05tca*","Jake Rucker","MIN","2B,3B","8149","FA","25","BOS Wed 12:10PM","0","0","0%","0%"
"*05yhf*","Matt Rudick","NYM","OF","8153","FA","27","@SD Wed 3:10PM","0","0","0%","0%"
"*06r2u*","Junior Sanchez","ARI","SP","8279","FA","19","@DET Wed 12:10PM","0","0","0%","0%"
"*04ega*","Jake Scheiner","(N/A)","1B","8386","FA","29","","0","0","0%","0%"
"*057w1*","Stephen Scott","(N/A)","C","8431","FA","28","","0","0","0%","0%"
"*03ap0*","Pedro Severino","(N/A)","C","8492","FA","32","","0","0","0%","+0.1%"
"*06qpy*","Jacob Shafer","ATL","SP","8501","FA","23","@KC Wed 1:10PM","0","0","0%","0%"
"*06hs0*","Wooyeoul Shin","(N/A)","1B","8534","FA","23","","0","0","0%","0%"
"*05ogv*","Noah Skirrow","PHI","SP","8612","FA","27","@CHW Wed 1:10PM","0","0","0%","0%"
"*066qs*","Miguel Sosa","PIT","OF","8708","FA","21","@SF Wed 2:45PM","0","0","0%","0%"
"*068a4*","Liam Sullivan","WSH","SP","8870","FA","23","@HOU Wed 1:10PM","0","0","0%","0%"
"*04eip*","Jackson Tetreault","CHC","SP","9014","FA","29","@MIL Wed 1:10PM","0","0","0%","0%"
"*06c4x*","Francis Texido","LAA","SP","9016","FA","20","TEX Wed 8:38PM","0","0","0%","0%"
"*05yfd*","Tyler Tolve","ATL","C","9094","FA","25","@KC Wed 1:10PM","0","0","0%","0%"
"*06rid*","Enry Torres","CIN","C","9119","FA","17","LAD Wed 6:10PM","0","0","0%","0%"
"*05x06*","Miguel Ugueto","STL","OF","9217","FA","22","MIA Wed 6:45PM","0","0","0%","0%"
"*05j8z*","Jheremy Vargas","MIL","3B,OF","9315","FA","22","CHC Wed 1:10PM","0","0","0%","0%"
"*04ep2*","Jake Walsh","(N/A)","RP","9495","FA","30","","0","0","0%","0%"
"*03qyt*","Art Warren","(N/A)","RP","9518","FA","32","","0","0","0%","0%"
"*03dty*","Patrick Weigel","(N/A)","RP","9559","FA","31","","0","0","0%","0%"
"*0665v*","Lucas Wepf","LAD","RP","9581","FA","25","@CIN Wed 6:10PM","0","0","0%","0%"
"*066jl*","JP Wheat","CHC","SP","9597","FA","22","@MIL Wed 1:10PM","0","0","0%","0%"
"*041x6*","Taylor Widener","(N/A)","SP,RP","9631","FA","30","","0","0","0%","0%"
"*06gjr*","John Wimmer","LAA","SS","9696","FA","20","TEX Wed 8:38PM","0","0","0%","0%"
"*046y2*","Chavez Young","(N/A)","OF","9799","FA","28","","0","0","0%","0%"
"*066p3*","Alfredo Zarraga","TB","RP","9837","FA","24","@NYY Wed 6:05PM","0","0","0%","0%"
"*060qi*","Adam Zebrowski","ATL","C","9844","FA","24","@KC Wed 1:10PM","0","0","0%","0%"
"*06cme*","Ben Abeldt","TEX","RP","1294","FA","21","@LAA Wed 8:38PM","0","0","0%","0%"
"*065jb*","Joe Adametz","DET","SP","1338","FA","25","ARI Wed 12:10PM","0","0","0%","0%"
"*06hve*","Cody Adcock","CIN","SP","1348","FA","23","LAD Wed 6:10PM","0","0","0%","0%"
"*04pwa*","Ross Adolph","(N/A)","OF","1353","FA","28","","0","0","0%","0%"
"*05ud8*","Gabriel Aguilera","CIN","SP","1371","FA","24","LAD Wed 6:10PM","0","0","0%","0%"
"*05y7j*","Robby Ahlstrom","TEX","RP","1373","FA","26","@LAA Wed 8:38PM","0","0","0%","0%"
"*060fv*","Raul Alcantara","BAL","SP","1406","FA","24","TOR Wed 11:35AM","0","0","0%","0%"
"*06krv*","Jose Alpuria","ARI","OF","1466","FA","20","@DET Wed 12:10PM","0","0","0%","0%"
"*04si4*","Jhosmer Alvarez","ARI","SP","1487","FA","24","@DET Wed 12:10PM","0","0","0%","0%"
"*0648q*","Mack Anglin","KC","SP","1544","FA","25","ATL Wed 1:10PM","0","0","0%","0%"
"*06pgm*","Jackson Appel","CHW","C","1566","FA","23","PHI Wed 1:10PM","0","0","0%","0%"
"*06qia*","Nathan Archer","CHW","OF","1581","FA","22","PHI Wed 1:10PM","0","0","0%","0%"
"*06ybb*","Anderson Areinamo","HOU","SS","1587","FA","18","WSH Wed 1:10PM","0","0","0%","0%"
"*04of1*","Diosbel Arias","TEX","SS","1605","FA","29","@LAA Wed 8:38PM","0","0","0%","0%"
"*06iex*","Myles Bailey","(N/A)","1B","1731","FA","20","","0","0","0%","0%"
"*06amk*","Sadiel Baro","LAA","SP,RP","1791","FA","20","TEX Wed 8:38PM","0","0","0%","0%"
"*06afa*","Charlie Bates","(N/A)","SS","1839","FA","19","","0","0","0%","0%"
"*060y1*","Sam Benschoter","CIN","SP,RP","1965","FA","27","LAD Wed 6:10PM","0","0","0%","0%"
"*04pwm*","Jason Bilous","CLE","SP","2022","FA","27","COL Wed 5:40PM","0","0","0%","0%"
"*06rnu*","Sebastian Blanco","COL","SS","2051","FA","17","@CLE Wed 5:40PM","0","0","0%","0%"
"*05rd7*","TT Bowens","BAL","1B","2126","FA","27","TOR Wed 11:35AM","0","0","0%","0%"
"*05jrl*","Drew Bowser","CHC","SS","2131","FA","23","@MIL Wed 1:10PM","0","0","0%","0%"
"*063do*","Moises Brito","(N/A)","RP","2216","FA","23","","0","0","0%","0%"
"*06qns*","Ali Camarillo","ATH","SS","2415","FA","22","SEA Wed 9:05PM","0","0","0%","0%"
"*06bpr*","Yeiber Cartaya","BAL","SP","2528","FA","22","TOR Wed 11:35AM","0","0","0%","0%"
"*0646e*","Walin Castillo","MIA","SP","2588","FA","20","@STL Wed 6:45PM","0","0","0%","0%"
"*06kvg*","Jose Cerice","KC","1B","2656","FA","20","ATL Wed 1:10PM","0","0","0%","0%"
"*06pie*","Ryan Cesarini","CLE","OF","2667","FA","22","COL Wed 5:40PM","0","0","0%","0%"
"*06qnw*","Patrick Clohisy","ATL","OF","2799","FA","23","@KC Wed 1:10PM","0","0","0%","0%"
"*05150*","Jackson Cluff","WSH","2B,SS","2800","FA","28","@HOU Wed 1:10PM","0","0","0%","0%"
"*04o63*","Edwar Colina","(N/A)","SP","2827","FA","28","","0","0","0%","0%"
"*06ftn*","Jose Colmenares","NYY","2B","2848","FA","23","TB Wed 6:05PM","0","0","0%","0%"
"*03ded*","Sam Coonrod","(N/A)","RP","2894","FA","32","","0","0","0%","0%"
"*05u3s*","Juan Corniel","ARI","SS","2923","FA","22","@DET Wed 12:10PM","0","0","0%","0%"
"*05lut*","J.C. Correa","(N/A)","SS","2935","FA","26","","0","0","0%","0%"
"*01uci*","Dylan Covey","(N/A)","RP","2968","FA","33","","0","0","0%","0%"
"*066n8*","Jose Cruz","(N/A)","RP","3031","FA","25","","0","0","0%","0%"
"*06mhu*","Manuel Davila","SD","SP","3141","FA","17","NYM Wed 3:10PM","0","0","0%","0%"
"*0376n*","Jose De Leon","BOS","RP","3239","FA","32","@MIN Wed 12:10PM","0","0","0%","0%"
"*05163*","Ricky DeVito","MIA","RP","3287","FA","26","@STL Wed 6:45PM","0","0","0%","0%"
"*066f6*","Cameron Decker","LAD","SS","3298","FA","21","@CIN Wed 6:10PM","0","0","0%","0%"
"*05j8p*","Mishael Deson","BAL","OF","3343","FA","23","TOR Wed 11:35AM","0","0","0%","0%"
"*06mey*","Jairon Digon","ARI","SP","3413","FA","19","@DET Wed 12:10PM","0","0","0%","0%"
"*06qr8*","Titus Dumitru","PIT","OF","3519","FA","22","@SF Wed 2:45PM","0","0","0%","0%"
"*0516r*","Clay Dungan","SD","2B,3B,SS,OF","3523","FA","29","NYM Wed 3:10PM","0","0","0%","0%"
"*04yj5*","Rodolfo Duran","SD","C","3541","FA","27","NYM Wed 3:10PM","0","0","0%","0%"
"*06huo*","Hayden Durke","ARI","SP","3546","FA","23","@DET Wed 12:10PM","0","0","0%","-0.1%"
"*06l4q*","Austin Ehrlicher","BOS","SP","3585","FA","22","@MIN Wed 12:10PM","0","0","0%","0%"
"*0641j*","Jaydenn Estanista","PHI","RP","3678","FA","23","@CHW Wed 1:10PM","0","0","0%","0%"
"*05it8*","Cristian Feliz","(N/A)","OF","3761","FA","22","","0","0","0%","0%"
"*06fqd*","Jackson Feltner","ARI","1B","3770","FA","23","@DET Wed 12:10PM","0","0","0%","0%"
"*06rop*","Jackson Flora","(N/A)","SP","3851","FA","20","","0","0","0%","0%"
"*06k88*","Miguel Flores","CLE","SP","3866","FA","20","COL Wed 5:40PM","0","0","0%","-0.1%"
"*0421a*","J.C. Flowers","(N/A)","RP","3880","FA","27","","0","0","0%","-0.1%"
"*06pqb*","Phil Fox","CHW","SP","3917","FA","22","PHI Wed 1:10PM","0","0","0%","0%"
"*05148*","Garrett Frechette","(N/A)","1B","3958","FA","24","","0","0","0%","0%"
"*045gt*","Rony Garcia","(N/A)","RP","4113","FA","27","","0","0","0%","0%"
"*03v3t*","Kyle Garlick","(N/A)","OF","4123","FA","33","","0","0","0%","+0.1%"
"*05rgb*","Martin Gimenez","TOR","SS","4207","FA","21","@BAL Wed 11:35AM","0","0","0%","0%"
"*05uvc*","Jackson Glenn","PIT","2B,3B","4221","FA","27","@SF Wed 2:45PM","0","0","0%","0%"
"*06qny*","Sebastian Gongora","BAL","SP","4267","FA","23","TOR Wed 11:35AM","0","0","0%","-0.1%"
"*03740*","Stephen Gonsalves","(N/A)","RP","4269","FA","31","","0","0","0%","0%"
"*06cqt*","Cristopfer Gonzalez","HOU","OF","4288","FA","20","WSH Wed 1:10PM","0","0","0%","0%"
"*05xmx*","Esteban Gonzalez","CLE","OF","4299","FA","22","COL Wed 5:40PM","0","0","0%","0%"
"*05re1*","Luis Gonzalez","BAL","OF","4323","FA","22","TOR Wed 11:35AM","0","0","0%","0%"
"*062e4*","Carter Graham","CIN","1B","4372","FA","23","LAD Wed 6:10PM","0","0","0%","0%"
"*05xyu*","Kevin Guerrero","BAL","OF","4460","FA","21","TOR Wed 11:35AM","0","0","0%","0%"
"*056j8*","Ronaldo Guzman","CHW","SP","4517","FA","22","PHI Wed 1:10PM","0","0","0%","0%"
"*06fzl*","Ryan Hawks","SEA","SP","4644","FA","24","@ATH Wed 9:05PM","0","0","0%","0%"
"*06mmw*","Javier Herrera","LAD","2B","4791","FA","20","@CIN Wed 6:10PM","0","0","0%","0%"
"*04t9a*","Zack Hess","DET","SP,RP","4813","FA","28","ARI Wed 12:10PM","0","0","0%","0%"
"*0517g*","Jake Holton","DET","1B","4901","FA","27","ARI Wed 12:10PM","0","0","0%","0%"
"*04era*","Korry Howell","(N/A)","OF","4935","FA","26","","0","0","0%","0%"
"*06496*","Andrew Jenkins","DET","1B","5069","FA","24","ARI Wed 12:10PM","0","0","0%","0%"
"*05mrw*","LJ Jones","CHW","OF","5171","FA","26","PHI Wed 1:10PM","0","0","0%","0%"
"*06pgi*","Tanner Jones","KC","SP","5176","FA","22","ATL Wed 1:10PM","0","0","0%","0%"
"*05ueo*","Jorge Juan","BOS","SP","5194","FA","26","@MIN Wed 12:10PM","0","0","0%","0%"
"*06iba*","Ju Won Kim","(N/A)","SS","5297","FA","23","","0","0","0%","0%"
"*060mr*","Travis Kuhn","DET","RP","5405","FA","27","ARI Wed 12:10PM","0","0","0%","0%"
"*06hi7*","Jorge Lara","ARI","SS","5473","FA","19","@DET Wed 12:10PM","0","0","0%","0%"
"*06qv7*","Cameron Leary","ATH","OF","5519","FA","23","SEA Wed 9:05PM","0","0","0%","0%"
"*06dtk*","Chansol Lee","BOS","SP","5533","FA","20","@MIN Wed 12:10PM","0","0","0%","0%"
"*05y9i*","Zac Leigh","CHC","RP","5552","FA","27","@MIL Wed 1:10PM","0","0","0%","0%"
"*04af8*","Jesus Liranzo","MIL","RP","5638","FA","30","CHC Wed 1:10PM","0","0","0%","0%"
"*06rlq*","Jesus Lizardo","PIT","C","5648","FA","18","@SF Wed 2:45PM","0","0","0%","0%"
"*02c2o*","Jack Lopez","SEA","2B","5707","FA","32","@ATH Wed 9:05PM","0","0","0%","0%"
"*05y4o*","Quinton Low","MIL","SP","5741","FA","22","CHC Wed 1:10PM","0","0","0%","0%"
"*041qc*","Travis MacGregor","TEX","RP","5796","FA","27","@LAA Wed 8:38PM","0","0","0%","0%"
"*06pmw*","Bryan Magdaleno","TEX","SP","5842","FA","24","@LAA Wed 8:38PM","0","0","0%","0%"
"*05h7h*","Daniel Marte","(N/A)","OF","5957","FA","23","","0","0","0%","0%"
"*05gs8*","Robby Martin","(N/A)","OF","5982","FA","25","","0","0","0%","0%"
"*06er5*","Emmanuel Martinez","TEX","SP","6002","FA","21","@LAA Wed 8:38PM","0","0","0%","0%"
"*06qky*","Niko Mazza","SF","SP","6113","FA","23","PIT Wed 2:45PM","0","0","0%","0%"
"*0512h*","Michael McAvene","(N/A)","SP,RP","6118","FA","27","","0","0","0%","0%"
"*05y5h*","DJ McCarty","TEX","SP","6125","FA","22","@LAA Wed 8:38PM","0","0","0%","0%"
"*0662x*","Connor McCullough","CHW","SP","6142","FA","25","PHI Wed 1:10PM","0","0","0%","0%"
"*05y68*","Bryce McGowan","COL","RP","6166","FA","5","@CLE Wed 5:40PM","0","0","0%","0%"
"*05zdb*","Mason McGwire","CHC","SP","6173","FA","21","@MIL Wed 1:10PM","0","0","0%","0%"
"*06lvd*","Esteban Mejia","TEX","3B","6249","FA","20","@LAA Wed 8:38PM","0","0","0%","-0.1%"
"*06tf9*","JB Middleton","COL","SP","6370","FA","21","@CLE Wed 5:40PM","0","0","0%","0%"
"*0420t*","Wyatt Mills","BOS","RP","6416","FA","30","@MIN Wed 12:10PM","0","0","0%","0%"
"*06ya1*","Adolfo Miranda","NYM","OF","6427","FA","18","@SD Wed 3:10PM","0","0","0%","0%"
"*05195*","Chris Mokma","(N/A)","SP,RP","6451","FA","24","","0","0","0%","0%"
"*05xuf*","Gabriel Moncada","SEA","1B,OF","6466","FA","23","@ATH Wed 9:05PM","0","0","0%","0%"
"*0689l*","Jose Montero","CIN","SP","6490","FA","22","LAD Wed 6:10PM","0","0","0%","0%"
"*058ta*","Darlin Moquete","STL","OF","6531","FA","25","MIA Wed 6:45PM","0","0","0%","0%"
"*051ew*","Kadon Morton","ATL","OF","6610","FA","24","@KC Wed 1:10PM","0","0","0%","0%"
"*05w80*","Diego Mosquera","NYM","SS","6616","FA","21","@SD Wed 3:10PM","0","0","0%","0%"
"*061u3*","Yerald Nin","ARI","SS","6783","FA","19","@DET Wed 12:10PM","0","0","0%","0%"
"*031bm*","Jacob Nottingham","SEA","C","6816","FA","30","@ATH Wed 9:05PM","0","0","0%","0%"
"*06jfm*","Jemone Nuel","BAL","SS","6824","FA","18","TOR Wed 11:35AM","0","0","0%","0%"
"*06vxu*","Josh Owens","TEX","SS","7007","FA","18","@LAA Wed 8:38PM","0","0","0%","0%"
"*05yen*","Alberto Pacheco","COL","SP","7019","FA","22","@CLE Wed 5:40PM","0","0","0%","0%"
"*060mi*","Owen Paino","(N/A)","SS","7042","FA","19","","0","0","0%","0%"
"*06fpk*","Eddie Park","CHW","OF","7085","FA","23","PHI Wed 1:10PM","0","0","0%","0%"
"*06ibk*","Anderson Paula","(N/A)","OF","7126","FA","18","","0","0","0%","0%"
"*04ywz*","Brayan Perez","(N/A)","RP","7256","FA","24","","0","0","0%","0%"
"*064nj*","Nicolas Perez","LAD","SS","7300","FA","20","@CIN Wed 6:10PM","0","0","0%","0%"
"*06f1l*","Coleman Picard","KC","RP","7368","FA","23","ATL Wed 1:10PM","0","0","0%","0%"
